	contract_id	cnt_blocks_1m	cnt_blocks_2m	cnt_blocks_3m	cnt_blocks_2m_sum	cnt_blocks_3m_sum	ratio_cnt_blocks_2m	ratio_cnt_blocks_3m	avg_block_3m	last_block	ratio_last_block_to_3m	age	contract_duration	cnt_active_services_now	cnt_active_services	cnt_canceled_services	avg_service_time	last_change_time	avg_service	cnt_contracts_in_area	cnt_active_contarcts_in_area	cnt_broken_contracts_in_area	credit_3m	credit_2m	credit_1m	cnt_transactions_3m	cnt_transactions_2m	cnt_transactions_1m	transaction_period_3m	transaction_period_2m	transaction_period_1m	avg_transaction_3m	avg_transaction_2m	avg_transaction_1m	last_transaction	ratio_last_transaction_to_3m	ratio_last_transaction_to_2m	ratio_last_transaction_to_1m	last_transaction_time	ratio_last_transaction_time_to_1m	ratio_last_transaction_time_to_2m	ratio_last_transaction_time_to_3m	cnt_favorite_transactions	cnt_types_of_transaction	cnt_tariff_plan	last_tariff_plan_change	tariff_payment_now	tariff_payment_before	diff_in_tariff_payments	avg_tariff_change_time	cnt_equip	traffic_activity_1m	open_sessions_1m	traffic_activity_2m	open_sessions_2m	traffic_activity_3m	open_sessions_3m	traffic_activity_1w	open_sessions_1w	traffic_activity_2w	open_sessions_2w	traffic_activity_3w	open_sessions_1m.1	traffic_activity_4w	open_sessions_4w	ratio_traffic_1m_to_3m	ratio_traffic_1m_to_2m	avg_daily_traffic_1m	avg_daily_traffic_2m	avg_daily_traffic_3m	avg_daily_traffic_1w	avg_daily_traffic_2w	avg_daily_traffic_3w	avg_daily_traffic_4w	avg_traffic_per_session_1m	avg_traffic_per_session_2m	avg_traffic_per_session_3m	avg_traffic_per_session_1w	avg_traffic_per_session_2w	avg_traffic_per_session_3w	avg_traffic_per_session_4w	ARPU	churn
996	4509	0	0	0	0	0	0,5709327637	0,910923136	12	1401,94442682	0	32	3310	1	3	0	896	704	0,900879057	200	68	9	5,7301097911	13,1132578903	0	13	3	1	0	8	30	0,5800390898	2,9428203996	0,0611439101	1,1243997682	0,5901907404	0	0,0372156112	0	1,269479522	0	0,0356570404	141	0	0	0	0,659030345	1,4900933291	-0,8310629841	61,470479996	1	85,1352109467	656937	11,7298491258	98149	0	0	3,5265662975	31931	30,8449555578	235658	116,267324791	825986	0	0	0,2440697662	0	0,9024126023	0	0	0	0	0	0	0	0	0,0004451007	0	0,0053639595	0	0,0005392748	766	1
997	3375	4	0	3	4	7	1	1	915	549,241146168	3,6715963381	34	1901	0	1	0	0	455	1,8854628793	45	27	0	29,4589974893	0	5,6128694487	0	5	1	0	0	0	3,1843481948	0	4,8113720896	0	2,0678532399	1,6346760356	0,3030213874	0	0	0	0,5191900852	0	3	17	1517	16,9841215114	0	16,9841215114	115,528612922	0	0	0	0	0	16,7503839348	147877	0	0	0	0	32,1324344908	228275	11,6997430362	91996	0	0,3479129445	0	2,8329881353	0,7400589842	0	3,7069670656	0,7076232017	3,571995478	0,0008783883	0	0,0004378477	0	0	0	0	1026	1
998	3704	0	0	2	0	2	0,4054075031	0,7410240595	624	0	1,2373201536	50	271	1	1	1	89	0	1,2377472377	17	11	0	0	0	3,4516794321	0	6	2	0	0	8	5,901268034	7,2153161715	0	1,210955796	4,3329520984	0	1,7064449075	23	3,8089338391	0	0,0953348382	240	1	0	528	3,6223812679	0	3,6223812679	275,877601134	5	0	0	0	0	44,7622258206	395175	2,2573508098	20439	32,5669854793	248815	0	0	33,3571138062	262291	0,1367920452	1	0,9822214147	4,3219143003	0	2,1046095578	3,4154969044	5,1983289219	0	0	0	0	0,0004524244	0	0	0	750	0
999	4720	7	4	2	11	13	0,9145240559	0	0	0	5,0562876457	29	742	1	3	0	1656	0	1,3516016117	122	47	2	0	4,3026331437	0	3	0	7	37	0	26	0	2,0490469816	6,9313933502	8,4457779602	0	1,1453849583	0	0	11,3838548092	0	1,4535881275	143	1	3	925	0	3,1397400914	-3,1397400914	359,053654585	2	59,7312433727	460910	68,6323747914	574278	0	0	12,8286201113	116157	0,4073928566	3112	0	0	0	0	0,9072241574	0	1,2447258764	0,8808177874	6,4925377354	0	0	0	4,7090782684	0,0001348632	0	0	0,0004470193	0	0	0,00126371	0	1
1000	4561	3	0	5	3	8	0,8859801338	0	736	965,240708977	0,7500371721	31	695	0	0	0	0	550	1,2972454552	114	60	0	0,3986659675	0	0	0	17	0	36	24	0	0	0,0307601538	12,2276465074	0	0	1,5126518414	1,6985201874	0	1,367735256	0	0	167	3	7	550	1,4061918188	0	1,4061918188	0	1	0	0	323,844200884	2709753	84,8333392904	748936	1,2984783627	11757	0	0	18,8832914047	134150	43,1991084437	339680	0,2439229007	0,4047151104	0,5049182047	0,438895277	1,0884518638	0,2200775263	0,8040123515	2,3157348918	0,3355977638	0,0017292408	0,0014347985	0	0	0	0	0,0008293245	1556	1
1001	559	0	2	8	2	10	0,5775123172	0,6579808521	0	0	18,4878458802	85	759	0	0	0	0	1673	0,9609417994	160	81	0	0	6,0438678285	12,1102518992	0	0	2	0	17	0	3,986197527	0	3,2587202139	8,5245220764	1,1357041854	4,3294812285	0,3579813546	0	1,5802059562	0	0	415	1	33	1179	0	0	0	376,67981566	1	107,369319043	895307	70,4080974244	637296	7,562820775	64752	0	0	1,8139230586	15017	0	0	37,7783074857	317075	0,4513442289	1	0	1,9735457241	0	0	1,6053412952	0,9549665164	0,7715752101	0,0001064792	0,0005512964	0	0	0	0,0001404757	0,0008338814	1172	0
1002	4579	0	2	0	2	2	1	0	1595	1591,51264373	0,4223737242	59	320	0	0	1	42	413	1,1382070742	228	60	10	0,3498636485	0	1,3874087957	0	3	4	0	0	1	2,621574665	0	0,8991726855	0	3,4523406538	2,8918647732	0,3609683434	19	2,1182645648	1,0310945662	2,2616443201	0	5	0	0	9,6520153157	3,8990968602	5,7529184555	0	0	10,844170087	83677	0	0	16,0904814748	142052	8,7724429569	79430	1,3864740663	10592	9,8047903682	69655	0	0	0	0	1,4360085195	0	0	0	0	3,7744581552	1,8377370679	0,0015776542	0,0005980216	0,0004526338	0	0	0	0,0176819382	308	1
1003	887	3	7	4	10	14	0,454812751	0	0	0	4,8744968558	43	1674	1	2	0	1033	494	0,332048339	329	316	26	2,7701098947	3,2365532401	0	4	0	4	0	38	0	0	3,6870248991	3,7715273806	3,4579920942	0,2801524087	0	0,2333064368	8	0,686861475	0	0	128	0	0	0	0,7698533757	0,7039608759	0,0658924998	0	2	9,149387262	76292	0	0	24,2161917207	207337	3,1061605432	22241	16,9013449508	139928	0	0	6,4280209169	53950	0,2307450864	0,2685301719	0,7347139719	1,7038379165	0,6105634086	0	0	0	0	0,0007047088	0	0	0,0002451336	0,000618239	0	0,0002441719	1617,39010459	1
1004	2657	0	3	0	3	3	0	0,5883602616	0	2067,50912211	1,4210971466	35	348	0	5	0	613	2432	1,0784701444	274	153	8	0,4257940993	4,835333771	0	11	0	4	0	6	16	0	0	0	0	2,0724681253	2,2879600242	2,8206093213	0	0	0	0,680586355	303	2	28	0	4,364495073	2,5907833063	1,7737117668	281,443424608	0	0	0	163,311555099	1366503	42,2065197159	372612	9,8136542935	88858	0	0	0	0	10,9835503099	86365	0	0,4644977451	1,2141465484	0	0	0,8860868582	4,5188003515	1,1994469655	0	0	0	0	0,000132932	0,0022373101	0	0,0042945068	540,602837182	1
1005	1708	18	8	2	26	28	0	0,5559553718	326	63,5013351457	14,4545250429	64	592	0	1	0	0	322	1,3375629808	116	6	0	0	5,7029590813	3,061658035	8	0	14	0	0	19	1,7968631706	2,8551724021	5,6399673981	5,584678859	0	0	0	0	0,7785970684	0,0018997084	0	238	4	11	1653	0	3,4953448823	-3,4953448823	0	3	0	0	15,7971588177	142987	0	0	7,0735829086	50649	0	0	4,035543731	33870	0,618733042	5193	0	1	2,1758717731	0,8885419283	0	0,3687093925	0,3718102883	0,181878051	0,78097895	0,0005569079	8,89014001116e-05	9,44526988234e-05	0,0001003252	0,0003542259	0	0	757,742169857	0
1006	379	0	16	10	16	26	0,0036898754	1	63	230,499776888	44,0693619674	44	1693	1	2	2	880	0	0,6114915476	199	35	5	11,3219817011	2,6132594648	2,5105163351	13	0	6	39	17	18	0,8543023292	0	0,1785735179	0	0,8401554831	4,4550508907	0,7949481113	55	0	2,4416694435	0	646	4	27	546	0	2,4511097353	-2,4511097353	104,439523926	1	89,6035631482	747166	0	0	55,5906506904	475964	3,6698715202	26277	0	0	4,0318371399	33839	4,2294712041	35498	0,4229671483	0	1,6382429011	0,855079871	0	2,5478419822	0,3012724288	1,1357952748	0,5894169707	0,0014985868	7,28212052987e-05	0	0,0004540611	0	0	0	1378,51016741	0
1007	535	4	0	7	4	11	0,657910749	0,5713768912	140	846,948048582	16,258076771	55	1248	0	3	0	1503	3475	1,0439840927	194	38	5	3,1689442511	4,4881012112	0	0	5	10	23	31	22	3,5049315574	0	0,5494748458	0	0,0723740954	2,0268173174	0	0	0	1,8945189056	0,4514599591	184	0	0	245	5,6090419794	0,2728933171	5,3361486623	448,908677976	0	0	0	0	0	0	0	10,5173193223	75307	21,0057944094	173910	7,8791989642	66130	0	0	0	0,5340801356	1,6744646663	0	0	1,3577636461	1,0770910278	1,2713925591	2,7575335163	0	0	0	0,0001752895	0	0,0001266934	0,0004971321	1608,25061291	0
1008	2874	0	0	4	0	4	0,3748399426	0,1956722322	0	610,756965342	0	40	2269	1	3	0	67	1342	1,4602433825	103	44	3	14,0039219647	1,2459651038	11,5003630317	3	0	0	21	39	2	2,7324074421	3,3063035503	4,1132935371	0	0	0,7194856378	0	34	4,4612820275	1,2325897288	0	126	0	0	99	3,2392366509	0	3,2392366509	551,554187583	0	14,6888009543	113344	82,0809680064	686809	21,9076687701	193408	0	0	0	0	0	0	4,0621631893	31941	0,3992870601	0	0,2789876922	3,7628758154	0,289511943	0	0	1,0616606555	0	0	0,0023006408	0,0002586842	0,0003063475	0	0	0,0038208838	478	1
1009	1970	2	0	7	2	9	0,6118883388	1	0	0	0	86	1475	1	0	1	0	4958	1,6321208997	87	73	14	0	52,5866420398	0,0980076106	14	1	1	13	79	10	0	3,0592525072	0	0	0	0	2,5098133584	67	1,7204293465	0,2665481715	0	264	0	19	0	1,428352022	0	1,428352022	1368,14600587	0	3,8395536509	32016	28,3936015194	257003	50,9629366271	436342	0	0	0	0	3,675265787	30846	9,060275896	76043	0	0,7015643477	0	1,6037260621	0	0	4,9742550009	0	4,1612659096	0,0007174964	0	0,0003574395	0,0001597643	0,0002374162	0,0007705633	0,0014202803	866	0
1010	1128	0	0	0	0	0	1	1	26	0	0	48	1118	0	0	2	0	0	1,0110800715	123	60	8	0	6,6293796731	2,1732735511	2	0	9	33	16	32	2,0742532375	3,4032819302	0	0	0	0,5022642462	2,9992371025	0	2,4209280926	0	3,803645879	28	9	0	103	11,0224605987	1,8313557316	9,1911048671	0	0	102,751106622	856797	0	0	0	0	14,0421547109	100546	1,4838566211	12285	3,2973870373	27675	10,1441972835	85140	0,8489805046	0,4826345198	1,5893397169	0,3494030543	1,3013448734	0	0	0,130123929	0,3994842331	0	0,0001962781	0,000547721	0,0002250886	4,08347950696e-05	0	0	604	0
1011	4030	0	0	9	0	9	0,2555505514	0,0889477276	1343	25,0331663056	4,2038081495	47	1807	1	0	2	459	0	0,8092692044	163	130	19	2,9463232137	0	2,9643095264	0	18	0	0	21	13	0	0,8660582311	0	0	1,1046189405	1,7496966615	0,5577413712	14	0,9924336374	0	0,3797718865	175	4	8	1675	0	0,1959878127	-0,1959878127	272,725359917	1	6,0666118636	46812	38,6792931435	323647	0	0	8,3965411018	76027	0	0	0	0	23,495396323	184747	0	1	0	0	0,976458957	0,9072941829	0,6607252897	0,3063042273	0	0,0005533618	0	9,19749666524e-05	0,0002998017	0,003527372	0,0054477536	4,14679784409e-05	396	1
1012	1244	4	0	0	4	4	0,2419871625	0,1531074254	1302	417,869761116	0	68	1243	1	0	2	0	87	1,0770156211	31	28	1	29,3735047289	4,9374652938	0,9001375916	0	5	0	0	34	0	6,3514430896	0	1,7706438271	1,5801837048	0,9591667342	0	0	6	2,9901237789	4,723632326	0	209	4	4	3400	0	0	0	0	0	0	0	0	0	58,9427477426	504664	0	0	4,3737817886	36211	2,3182919181	19457	0	0	0	1	0,5132999903	2,0944471643	0,975605874	0,986955824	0	0	0	0,0005682115	0,0004755783	0,0028880909	0	0,0001787897	0	0,0005977227	364	0
1013	792	6	0	12	6	18	0,3911173066	0,3304752767	0	0	10,8068918919	33	792	0	3	1	494	0	1,9955303067	51	41	7	0	15,2608814453	6,7232714936	11	0	2	8	25	53	2,7710806659	1,6509998029	3,10100456	11,289958206	3,901523427	0,4859710553	0,5111394862	51	2,7871812043	0	0	134	6	0	0	10,0518362764	2,1478742498	7,9039620266	281,522524988	3	22,4773545876	187429	0	0	16,4751314453	141059	7,163857358	51295	20,0352714455	165874	0	0	3,3629075085	28225	0,0437815246	0	0	0	0	0,6873856852	0,5182197918	0	3,7512704281	0	2,99233435558e-05	0,0002781417	0	0	0	0	1980	0
1014	2265	4	0	6	4	10	1	0,7731486161	0	401,026092651	19,4876309001	54	1440	1	0	0	1635	2205	0,2142709251	12	9	1	20,5469605882	0,9854168574	3,4593754289	0	1	0	20	0	8	0	0	7,8101602954	2,431725279	0	2,9603060579	0	21	0	0	3,6051443973	157	1	3	1497	1,0292221874	0	1,0292221874	0	0	7,5945200809	63327	0	0	98,2669170974	841356	5,4726170228	39185	8,3405038048	69052	0	0	0	0	0	0,1889749924	0,5498572759	0,7006808103	0	5,639215971	0	0	0	0	0,0010245168	0,0001047711	0,0002176646	0	0,0005722702	0	862	0
1015	4235	4	9	0	13	13	1	0,4061118643	0	219,0428482	0	48	3464	1	1	2	0	0	3,38768301	83	23	2	6,0145533718	7,8077352322	1,38709259	5	8	0	0	5	10	2,2546908484	0,2771925994	2,2207309503	0	0	0	0	0	0,1463154974	0	0,9977389818	0	3	1	1148	0,5017723398	11,5105900986	-11,0088177588	0	0	0	0	19,8250082584	165884	0	0	0	0	8,8049270042	67270	0	0	0	0	0,4953024801	0,4511219341	0	0	0	1,3676188175	2,0465136011	0	1,1196407529	0,0016775082	0,0010666788	0,0005270209	0,0002767692	0,0032816524	0,0016101003	0,0043494408	442	1
1016	910	1	0	0	1	1	0,1782718306	0,203526817	0	0	0	24	886	0	2	0	99	2451	0,6450155861	147	70	9	0	6,36372636	0	2	3	1	44	1	0	1,3832187031	2,5676529893	0	5,2252147192	23,4544335888	1,1579064629	0,1987878585	5	3,2134274412	0	0	17	1	20	1701	0	4,3787244536	-4,3787244536	0	0	91,5189955603	763138	24,0884807045	218036	0	0	0	0	3,0823476955	25519	0	0	0	0	0,1241006349	0,1686353261	0	0	3,0924585853	0,8911211658	0	0	1,7760143303	0	0	0,0023258796	0	0	6,30401229945e-05	8,83372723869e-05	0	0
1017	5183	0	7	2	7	9	0,7080262099	0	1106	114,775393288	1,9815257983	66	2001	1	6	0	1624	467	1,8734201265	302	89	15	3,9978968321	12,6513121931	9,1856696164	16	7	0	9	53	37	10,8853469419	0,3536398852	0	9,6447355325	0	1,4474041205	0,2722079233	33	2,6560836621	1,4836049512	1,9732950659	341	9	0	210	4,6308139664	0	4,6308139664	284,956135	1	120,086013227	926632	173,688211993	1453329	26,9976742023	238344	1,0036103883	9087	0	0	61,645751859	437943	0	0	1	0	17,7655382695	4,8807018155	2,5171688713	0	1,4594928277	2,2620221352	0,0758026183	0	0,0009880898	0	0	0	0	0,0008368709	480	1
1018	4388	0	11	5	11	16	1	1	1605	658,078544034	0,7419094503	53	1001	1	2	1	6	0	1,7144447906	46	12	1	16,2526522535	3,591885228	6,7285508451	2	0	6	21	11	17	0	2,4198475287	0,9426019226	2,6641817658	5,369591534	0,3113998464	0	27	0	0,9186061099	1,3915867899	0	6	4	910	6,6885856339	2,9531735548	3,7354120791	893,16675488	0	0	0	0	0	16,2390717993	143363	3,4652628751	31376	2,895682925	22123	237,367384431	1686306	14,3895401594	113147	0,7154119805	0,2160376671	0	0	0,6901634996	0	0	0	0	0	0,0010335373	0,0001581787	0	0,0006658394	0,0014682915	0,0023097296	1912	0
1019	1878	1	0	2	1	3	0,2993251653	1	120	316,035372155	10,554873637	82	1038	1	0	0	932	2299	1,1628445617	206	196	6	3,1217156968	28,4347280029	1,7711152016	5	1	0	30	15	6	0	2,6243381512	12,4330534353	3,5892252933	0	0	0	23	1,5421467954	2,0165259789	0	231	2	0	1400	5,0815788066	0,5921870888	4,4893917178	0	3	0	0	0	0	5,8240309954	49865	0,3431631004	2457	0	0	0	0	33,1279831304	278045	0,7624171574	0	0	0	0,9581256934	0	0,2012570599	0	5,7280876701	0,0001348167	0	0,0006421281	0,0002717402	0	0,0001310708	0	1912	1
1020	2022	0	0	0	0	0	0	0,2291923627	203	223,487390288	0	63	1559	0	0	0	735	2058	0	107	93	0	6,5094102562	0	1,297109678	3	1	39	11	0	11	5,6074153367	5,4344518621	0	3,4561358055	0	0	0,9939934917	4	2,6083016562	2,9508883424	0	93	0	26	0	1,1970507649	0	1,1970507649	254,899687541	0	0	0	0	0	0	0	0,278782139	1996	0	0	0	0	19,6198282067	164670	0,6434744561	0,2081920157	0	2,3229073854	0,267278355	0	1,896518763	2,9787411284	1,7818422421	0,0001702891	0	0,0005819535	0	0,0005254822	0,0001916744	0,0006967881	1023,37349566	0
1021	3884	1	1	0	2	2	1	1	0	522,633848256	2,3727628133	28	356	1	2	4	0	0	0,6950549983	105	76	1	0	4,9346257274	0	1	0	5	55	28	12	4,8771466687	4,8153217794	1,1311134305	11,4995553584	0	3,7272414242	0,9986775323	19	1,2424083765	1,4292200194	0	209	5	0	0	0,5831498963	0	0,5831498963	1056,05252208	0	60,9211366476	470092	28,4644963155	238175	25,5672064435	225715	1,5179870005	13744	2,0902199426	15969	0	0	0	0	0	1	0,589817476	0	0,9954015136	0	2,7801367934	0	0	0,002725432	0,0010587658	0	0,0007611975	0	0,0133309114	0	830	0
1022	3575	0	2	15	2	17	0	0,7554859875	388	0	0	35	54	0	2	0	1228	77	0,2469730493	234	6	0	9,0820117867	1,0313484961	0	1	0	0	3	22	9	2,8812620712	1,0985564403	0,7849833004	0	2,6225678948	0	1,327826358	55	8,6884665608	1,5559647357	0	38	0	18	0	0	0,7247707675	-0,7247707675	318,696857498	0	0	0	0	0	243,961091903	2153768	0	0	20,0072863646	152857	3,4491730515	24503	0	0	0	0,3508465061	3,241484874	1,2795231464	0	0,188559167	3,1816744687	0,9150271306	0,564860358	0,001051461	0	0,0002586642	0,000464861	0	0	0	460	1
1023	4827	1	9	0	10	10	0,7721527979	0,5493026728	315	630,873574239	11,1949346551	39	891	1	0	0	0	0	1,7382454351	173	94	0	2,5744175039	15,213167444	7,8853348565	1	0	0	0	21	0	4,9894834834	0	0,1872429915	0	0	2,3526652857	0	0	4,4816359309	0	0	197	2	1	0	5,0174542272	0,9189830664	4,0984711608	725,616818847	1	0	0	0	0	0	0	7,3253869675	66328	76,655206919	585653	27,6478451645	196415	12,0139074765	94467	0	0	0	6,5200129414	0	1,0252083521	0	0,9098603634	0	0,0008859638	0	0,0005228113	0,000196587	0,0036595161	0	0,003281569	1790	1
1024	4312	4	0	0	4	4	0,1090387348	1	0	0	1,9755789358	51	126	0	4	0	0	1468	1,1943363089	14	5	0	0	0	7,9912259727	0	15	0	32	14	16	2,4820963562	0	0,7170935411	0	1,2735920869	0,3087285873	1,3193383056	0	0	0	1,4242635016	16	0	7	418	1,9725952852	0	1,9725952852	1204,5666227	0	93,778980617	723636	0	0	0	0	5,4661496377	49493	29,7478277961	227276	5,8319853785	41431	35,259981562	277254	0,5318666266	1	0	0	0	0	0,1639923303	0	3,1274321371	0,0010034242	0	0,000259119	0	0,0024797829	0,0008920003	0,0062718334	556	0
1025	2571	2	0	4	2	6	0,1197270872	0,469626998	107	83,0573036244	0	33	410	0	0	0	0	0	0,3281612708	168	136	5	6,0857311556	5,0285074331	8,340278635	7	0	3	0	0	0	6,4399424976	4,7313273194	0	13,8721503032	1,2243505252	0,1213775837	0,5695085687	4	0,3516076884	1,1594385864	0,804996988	21	6	14	1482	0	2,0631529121	-2,0631529121	686,029804092	6	58,1063290579	448371	114,050668695	954314	0	0	0	0	12,1043721645	92478	0	0	0	0	0	0	0	0	0	0,1359915086	3,2818731136	0	23,6685375144	0,0013548827	0	3,03338400116e-05	0,0001237582	0	0,0019093947	0,0008536941	524,807245486	1
1026	920	4	0	0	4	4	0	1	0	0	0	28	2186	0	0	0	736	0	1,1077319756	189	56	4	0	0,24501569	0	1	6	0	0	6	31	6,8197328743	5,5992441465	0	0	3,236167226	0	1,4980838876	29	1,2714611433	1,1581198404	11,8677741805	84	1	20	1074	3,3130753931	3,6457046624	-0,3326292694	0	0	117,322737748	978304	0	0	41,5511552228	355758	17,8446709719	127773	4,312624037	35704	5,8449258978	49056	0	0	0,2434750108	0,4817350372	0	0,1953951516	0	2,9101506425	0,69618637	0,7515630306	0,2600873253	0	9,92015133581e-06	0,0003636313	0	0,0006860065	0,0002225146	0,0004148202	1808	1
1027	285	0	0	5	0	5	1	0,4968170228	74	1148,31311684	0	32	1343	1	1	8	0	0	2,0038109202	168	140	18	6,0771890514	0	0	1	8	4	28	43	7	2,8577572374	3,3036614352	3,156900748	0,7066068374	0	0	0	18	1,0203561781	0	0,6469369097	142	0	22	527	2,9467001026	3,537529893	-0,5908297904	0	0	0	0	41,6986475736	377433	1,7615564944	15082	3,4608633748	24780	0	0	0,699842412	5873	31,3160065202	262837	0	0,8699990886	0,1905812307	1,189498389	0	0	0	2,0881118791	0,3649685324	0,0002276214	0	5,16353578667e-05	0,0002871162	0,0002535529	0,0002061802	0	1356	0
1028	2125	0	0	0	0	0	0,1183872892	0,79920959	0	1520,38451771	5,6618726912	58	2402	0	0	2	321	0	0,6558675247	88	3	0	21,1927770509	0	2,4900582998	4	0	2	44	6	40	12,0138259093	0,6463970118	4,3029499285	11,7745185711	2,8060601295	2,39413396	3,6366401551	0	2,6996050884	2,3109095999	0,4783743925	348	3	24	656	7,2382187272	2,4501439385	4,7880747887	37,6566130176	2	71,2423095126	594059	0	0	0	0	11,9125014423	85297	0	0	0	0	16,7892816713	140913	0	0,4693303539	0,544298292	0,5219391241	0	1,9116329174	0,0228984856	0,92850453	0,5254538583	0,0002345942	0,0004607644	0,0001324318	0,0002607505	0,0006585795	0,0002920962	0	641,45164274	1
1029	1751	2	3	1	5	6	1	1	129	107,11159388	0	33	532	0	1	1	0	0	0,3955312145	332	258	28	7,9514394617	1,7961332138	3,9187231642	2	3	0	0	19	0	0	0	0	1,1132730059	1,8523823814	0	0	0	1,2268282363	2,578589498	2,7410602813	48	8	12	641	1,8192340468	0	1,8192340468	467,074897168	1	75,5336764597	629843	28,1984905305	255237	79,6480572305	681942	0	0	0	0	0	0	1,0602447152	8898	0,1268049215	0	0	0,5712979179	2,9518505972	1,5103051187	0	0	1,7750331152	0	0	0	0,0002074227	0,001265611	0,0012198468	0	956	0
1030	4449	3	4	1	7	8	1	0,8226803775	987	476,950237267	0	73	1206	2	2	0	0	0	2,4092771635	18	11	1	5,7896362595	0	2,1921708563	0	0	2	38	0	45	0,6275642608	0,7725113753	0	0	0	0,9882555863	0	0	2,5702501518	0	0,3156951538	207	1	0	1962	0,2317885237	0,9400995865	-0,7083110627	270,269682783	3	0	0	0	0	0	0	0	0	0,5718109007	4368	0	0	42,5725748307	334754	0	0	2,7571932248	0	0,6584200475	1,2718714307	0	2,3680512825	1,4421130731	0	0,0001310195	0,0002360318	0,0004262551	0,0037086651	0	0	910	1
1031	1916	0	5	0	5	5	0,5548898093	0,245639966	1384	779,153728445	14,3227795015	34	502	0	1	1	0	2855	0,5012325035	131	17	2	4,3608885759	0	19,183752846	2	6	0	20	33	0	7,1824988162	0	0,6378312565	1,4128546671	0	1,8617016115	1,7461243943	20	1,7006181899	1,7207276875	2,2098032704	219	0	33	758	7,0802618445	0	7,0802618445	862,982506594	0	116,295195526	969736	22,6195145368	204739	0	0	0	0	0	0	13,2214263036	110968	15,5205465762	130264	0,3243968107	0,0316744616	0,7926479536	0	1,0067435532	0	2,9961408163	0,5725851416	0	0	0,0008249507	0	0,0007335199	0	0	0,0002131008	766	0
1032	755	3	11	0	14	14	0,07757791	1	46	182,260923333	0	70	1862	1	1	3	630	618	0,1941977232	172	161	22	0	0	2,8590020081	12	5	2	21	0	0	13,0106427285	2,76026266	5,5199295336	3,7263417491	0	2,8333071213	0,2439475169	46	0,6491982462	0	0	6	5	9	201	3,2495086215	0	3,2495086215	596,965103843	0	7,5619448508	63055	0	0	0	0	0	0	13,176838823	109092	12,0879930975	101455	0	0	0	0,8514630391	0	1,9402026882	0	0	2,9967625853	1,7631626005	0,8183412785	0,000128592	0,0001790109	1,59125068762e-05	9,89028162944e-05	0	3,44475767929e-05	0	954,277624213	1
1033	2999	2	0	0	2	2	1	0,2061270014	928	729,487734606	1,7995640787	63	1038	0	0	5	0	0	0	173	147	12	2,9240455488	5,6424412721	5,5643000334	2	7	0	33	19	0	0	0	0,1083865306	1,7004254604	2,7210258916	0,8593263696	0,7498360604	0	6,5644195776	0,0412561629	0	176	0	14	159	0	0	0	846,067124012	0	0	0	3,7030348012	30985	4,5273047546	39968	5,158683003	46709	0	0	0	0	13,3121610267	104675	0	0	0,8710363309	0	1,9641581743	0	1,0427518437	0	0,4820767758	0,0014532734	0	4,15790756547e-05	0	0,0026062412	0,0022707006	0	532	0
1034	3601	1	0	4	1	5	0	1	0	0	0	49	87	0	6	7	888	0	1,9614262945	197	197	38	2,9046237837	10,9884536136	0	3	1	5	26	33	15	0	1,1461677338	8,636761248	3,95114938	9,6451001831	3,5708670454	0,5436555503	0	0	1,5471480776	0,6749345305	140	1	24	897	5,0045050443	0	5,0045050443	0	3	0	0	6,677810851	55876	0	0	0	0	0	0	19,4690830856	138312	37,2208763671	292673	0,4534709955	0	0	2,5081134285	0	0,852626795	26,6809239131	0	3,564222686	0,0031876501	0	0,0007460039	0,0002658936	0,0003300017	0,0051998387	0	750	1
1035	2925	0	1	7	1	8	0,2692755922	1	0	374,002199524	1,654034668	30	222	1	3	0	1084	464	1,1311668669	191	170	14	3,6726269944	0	0	0	0	0	25	23	0	3,6483523943	2,3866825077	0	0	3,9068768138	0	1,5125747423	230	0	0	0,5867637826	73	0	9	0	1,819448442	0,4935060892	1,3259423528	0	0	0	0	196,392069376	1643303	0	0	0	0	34,2922249705	261996	0	0	0	0	0,1844379172	0,0819035155	0	1,1416138096	0,1477789832	0	0,2868712865	1,2225579879	2,7588537881	0,0027848676	0	0,0005113919	0	0,0012955592	0,0008497271	0	1156	0
1036	1239	3	5	0	8	8	0,5122293412	0	0	0	0	24	1462	0	1	0	0	2476	0,4591517306	150	75	0	0	6,6558876275	7,1670412887	0	5	8	62	0	34	13,5411960867	1,6905044328	0,200616281	0	1,8621541963	3,8263629099	0,407408676	14	2,3253175902	2,6552434343	0	35	6	52	532	0	0	0	0	1	37,5970047583	313505	0	0	0	0	30,560790585	218824	0	0	0	0	0	0	1	0	5,7941111333	0,193747018	0	0,6281429428	0	0,1487613863	0,9161887264	0,0002657664	0	0,0010064367	7,68970935717e-06	0,0009852796	0,0006053256	1,55723920289e-05	862	0
1037	2894	1	14	0	15	15	0	0,1998582018	1789	798,684472568	1,2816134928	74	391	1	4	0	281	0	2,4260675243	45	20	0	3,1390170674	0	0,8614181039	6	0	0	15	0	9	2,7311376623	1,4883481215	3,2169819649	0	4,4480761764	0	0,3088162848	33	0	2,1884707451	0,245621527	0	3	0	30	0	0	0	203,81532064	0	23,0666441641	177991	0	0	0	0	1,7048181147	15436	3,9151550341	29912	0	0	0	0	0,1178890177	0	0,2313649731	0,086171622	3,4981114621	2,1501275628	1,3366843176	0,9872168183	6,4971737142	0,0033107382	0	0,0002449122	0,0001910621	0	0	0	180	1
