	contract_id	cnt_blocks_1m	cnt_blocks_2m	cnt_blocks_3m	cnt_blocks_2m_sum	cnt_blocks_3m_sum	ratio_cnt_blocks_2m	ratio_cnt_blocks_3m	avg_block_3m	last_block	ratio_last_block_to_3m	age	contract_duration	cnt_active_services_now	cnt_active_services	cnt_canceled_services	avg_service_time	last_change_time	avg_service	cnt_contracts_in_area	cnt_active_contarcts_in_area	cnt_broken_contracts_in_area	credit_3m	credit_2m	credit_1m	cnt_transactions_3m	cnt_transactions_2m	cnt_transactions_1m	transaction_period_3m	transaction_period_2m	transaction_period_1m	avg_transaction_3m	avg_transaction_2m	avg_transaction_1m	last_transaction	ratio_last_transaction_to_3m	ratio_last_transaction_to_2m	ratio_last_transaction_to_1m	last_transaction_time	ratio_last_transaction_time_to_1m	ratio_last_transaction_time_to_2m	ratio_last_transaction_time_to_3m	cnt_favorite_transactions	cnt_types_of_transaction	cnt_tariff_plan	last_tariff_plan_change	tariff_payment_now	tariff_payment_before	diff_in_tariff_payments	avg_tariff_change_time	cnt_equip	traffic_activity_1m	open_sessions_1m	traffic_activity_2m	open_sessions_2m	traffic_activity_3m	open_sessions_3m	traffic_activity_1w	open_sessions_1w	traffic_activity_2w	open_sessions_2w	traffic_activity_3w	open_sessions_1m.1	traffic_activity_4w	open_sessions_4w	ratio_traffic_1m_to_3m	ratio_traffic_1m_to_2m	avg_daily_traffic_1m	avg_daily_traffic_2m	avg_daily_traffic_3m	avg_daily_traffic_1w	avg_daily_traffic_2w	avg_daily_traffic_3w	avg_daily_traffic_4w	avg_traffic_per_session_1m	avg_traffic_per_session_2m	avg_traffic_per_session_3m	avg_traffic_per_session_1w	avg_traffic_per_session_2w	avg_traffic_per_session_3w	avg_traffic_per_session_4w	ARPU	churn	churn_pred_prob
940	2603	3	1	7	4	11	0,8083536177	0,784290873	628	0	0	37	272	0	0	0	0	599	0,2593880686	133	61	0	0	2,4759025845	0	0	5	0	5	9	98	2,2311636053	0	5,4636363357	0	0	0	1,6912234463	0	1,5850841389	7,9814294776	2,5480526677	309	2	0	479	0,7593465633	0	0,7593465633	0	4	38,5003230649	297084	123,759354409	1035551	19,9521511664	176144	12,4119384701	112384	6,5306967051	49895	0	0	8,2618549875	64964	0	0	0	0	2,1699647827	0,6646701456	1,6922505603	0	0	0	0,0005690825	0	4,45456236765e-06	0,0018827835	0,0021668363	0	941,724274325	1	0,7066666667
941	2515	3	3	1	6	7	0	1	0	0	27,2508075116	76	2408	1	1	2	258	0	0,8387721645	87	73	6	0	0	4,5487401328	5	12	0	0	17	58	0,9507010992	2,9825601518	0,7482227829	1,3056432956	0	1,4754071046	0,952587322	16	0,1846186454	0	0,3188739964	196	1	6	51	2,8264605914	0	2,8264605914	506,577181477	0	0	0	17,4269431445	157739	26,4451129889	226421	0	0	0	0	1,8909855378	15871	14,9548347241	125516	0,1165436373	0	0	0,7653644813	0,6333353469	0,2902674452	0	0,2206682664	1,9159571262	0	0,0003891336	0	0	0	0,0007518773	0	558	0	0,2166666667
942	1122	7	2	0	9	9	0,4369409088	1	448	0	19,8596227866	46	355	0	0	2	69	1350	0,2302770313	139	27	0	6,0709776902	9,9569366546	2,4717688303	3	2	0	0	85	0	0	4,5076103862	7,6062997299	3,2975218897	1,0645019929	0	0	26	0	0,8750065687	0,5618457931	204	0	1	0	1,1954729227	2,0312982172	-0,8358252945	1876,82704941	0	0	0	0	0	57,2478551646	490153	0,7131646213	5106	11,6205730641	96208	2,3729257188	19916	5,9794052421	50185	0,2284626068	0,3832390542	0,8181488659	0	1,0846540009	2,3558480472	0	0	0	0,0002259516	0	0	0,0006066715	6,43106040665e-05	0,0001691627	0,0007322242	1818	1	0,1933333333
943	1032	5	0	3	5	8	0,0193643507	0,2126995086	0	0	0	19	1321	1	0	0	0	1842	0,6949774996	154	37	6	1,9100911332	0	7,8233757493	9	0	5	56	71	9	0	0	0	1,3548262788	3,1765516667	0	1,210273852	0	1,9809482813	0,7495504052	0,6778567622	141	8	9	380	2,0361786496	0	2,0361786496	0	0	18,4872012779	154156	0	0	3,9787140449	34065	4,3028388401	30809	0	0	0	0	9,4843682109	79602	0	0,3904292514	1,3424420878	0	0	1,0006558361	0,1267531877	2,0203994893	0,1321302345	0,0003300724	4,14427839382e-05	0,0008737704	0	0	0,0005914651	0,0005416403	1122	0	0,3133333333
944	3723	1	4	10	5	15	0,8754771596	1	184	772,052374191	6,2626349184	76	1065	1	0	0	0	194	0,011733899	142	53	3	1,5133670871	9,0371967055	15,3152292409	0	4	4	19	19	11	0	2,4312869026	3,3750002403	2,2248135204	0	0,8094423282	0,9008929325	0	0	0	1,2456525443	97	2	0	489	4,8275358251	0	4,8275358251	0	0	48,5196268482	374396	95,5233242844	799287	32,2079552842	284342	3,5196524943	31868	21,7339002264	166049	0	0	1,9699420579	15489	0,2042165806	0,6462788158	3,3285325426	2,9681499964	2,0138700529	0	0	2,505478189	0	0,001107198	0	0	0	0	0,002798986	0	1050	1	0,5633333333
945	3030	0	2	2	2	4	1	1	127	1046,99211317	0,163234693	53	1540	0	0	1	0	0	0,0074416436	154	8	0	3,5913082158	0	0	0	15	7	42	7	29	0	0	7,2710245906	0	1,1977482174	1,559924225	0,488636553	39	0	0,8672001492	0	209	2	8	2865	0	0	0	230,098926043	1	0	0	255,300393561	2136216	131,363090555	1159716	1,774242702	16065	5,1977117713	39711	110,832979548	787380	9,2212823098	72508	0	0	0	1,681726266	0,8465948526	1,0799744038	1,9608268402	1,491967304	0	0	0	0	0	0,0039778554	0,0055425184	0,0009092123	0	0	0,68
946	364	3	9	0	12	12	0,8067709662	1	0	0	14,7844845142	61	1093	0	5	0	0	221	1,2112410772	62	0	0	5,1407987608	3,6529831631	5,171878703	8	0	3	3	0	42	0	12,6126423559	1,9492572092	0	0,3915763429	2,7568685435	0,4681086662	0	5,0711135841	0,7797372878	0	76	0	0	0	0,7910449424	4,3985548567	-3,6075099143	219,874382886	0	36,9320978468	307961	22,1486123571	200477	31,312899926	268099	4,6557545251	33336	4,8243290607	39941	5,341861785	44834	69,4447511339	582853	0,6028763455	0	0,7606786823	0	0	0	0	0,9192139195	0	8,45433545224e-05	0,0002219653	6,69650040575e-05	0	0,0002186377	0,0004559858	0,0007503471	1280,45306559	0	0,19
947	1714	5	0	1	5	6	0,0321744136	0	927	305,311393364	0	62	1446	1	3	2	0	1449	1,5857699129	281	234	44	0,801752214	0	2,7437267848	0	2	0	38	35	0	5,0275597778	0,5892276954	0,1712328797	1,5643173133	0	0,5986388521	0,4939641719	18	1,7697654638	2,1498870028	0,4719966118	0	4	0	378	0	2,9184654296	-2,9184654296	0	0	11,188773875	93298	0	0	27,1353677494	232331	12,4445227588	89106	4,0728097287	33719	17,0969869689	143496	7,881383503	66148	0	0,1270800035	0	0	0	1,5202032729	0	0,7235363288	0,622744038	7,88976593238e-05	0	0,0008569781	0	0,0001044469	0	0	1688,24834977	0	0,3066666667
948	1045	2	0	3	2	5	0	0,9880151725	284	806,475900856	0	61	1474	1	0	7	3816	530	1,0935102489	172	37	5	0	16,2159654487	0	3	2	0	34	4	42	0	0,6833926754	0	15,6537318434	0,6050898845	6,0395423317	0,4684475425	37	1,5885915349	1,5456519218	1,0989335834	170	1	0	0	3,9988377242	4,230281364	-0,2314436398	933,126249209	0	15,711595994	131012	80,2348550542	726243	0	0	0	0	15,0807938503	124856	15,1197383495	126900	53,2080487657	446578	0	0,4133106591	0	0,2169519216	0,2944279142	0,0691766507	0,1935941319	0,4162984865	1,5884395775	0,000234907	2,37544012517e-05	0	0	0,0006686086	0,0005490855	0,0002779604	1745,12633367	0	0,3866666667
949	1591	0	1	3	1	4	0,7883165226	0	369	0	6,3471629502	46	1552	1	0	1	2968	563	1,8447239788	12	6	0	9,7688441141	6,8768634904	2,297748966	3	6	0	27	30	0	0	1,200648483	0	11,8799389967	6,0840470662	3,0739890935	3,2856688246	0	0,8356693729	7,0491061768	0,3050198284	37	7	11	75	8,1919581225	6,035739557	2,1562185655	0	3	18,071303925	150688	2,179452974	19727	33,642709277	288047	0,0992630525	710	6,7554073414	55929	7,7426076323	64984	16,2304154398	136222	0	0	2,716925983	0,082738186	0	0	3,1473981493	1,3599294473	0,1858874096	0	0,0005665277	0,0006458241	0,0001700734	0	0,0005536876	0,0003218768	607,300617021	1	0,4133333333
950	2558	0	10	6	10	16	0,5188291375	0,8166915678	2542	10,9962879994	0	29	343	0	2	5	793	0	1,7391843389	26	18	1	4,1645264777	0	1,0939512003	23	3	3	0	27	31	2,2562497944	0	0	0	0	0	0	25	0	0	0,2566256328	0	1	13	1037	0	4,273728078	-4,273728078	290,621874641	1	59,3717767725	458136	0	0	0	0	0	0	0	0	63,9754397088	454494	0	0	0,7931567151	0,4863727357	0,8145793507	0,3185587391	3,5971561459	0,2433072481	0,4706070844	0	0,8752706865	0,0019291877	0	0,000298306	0,0005912903	0	0	0,0183743409	583,116888833	1	0,6733333333
951	4373	4	0	0	4	4	0,0414918797	0,3674725819	91	1056,04094879	0	27	1500	1	3	1	422	0	1,3778618588	53	50	5	6,893719922	1,4285566159	0	4	0	0	40	0	27	0	1,0067703251	0	0	0	0,9250858346	0	34	5,21646196	1,6798069445	0	29	3	17	814	7,1807011582	2,3483910241	4,8323101341	7,0833815191	0	0	0	0	0	32,9226249102	290651	11,1875726303	101298	27,3128628455	208673	6,1063734001	43380	28,9816888721	227887	0,4159356738	0,3589210836	5,6376124763	0	0	0	0	1,5805498366	1,5861738739	0,0015231294	0	5,4631330203e-05	0,0001455472	0	0,0002169111	0,0025065269	140	0	0,7533333333
952	270	7	0	0	7	7	0,7041497106	0,4614253214	416	0	0	69	1672	0	4	0	0	413	1,2579254584	205	16	2	0	2,5050823101	0	23	0	0	35	18	0	17,7347015284	1,2748635404	0,2625236196	0	1,6155408138	0,0021463466	2,1138385522	24	0	0	1,2647587938	5	1	13	1891	0	5,9096815584	-5,9096815584	111,630429097	0	0	0	29,1689605623	264021	68,2210848824	584105	3,1638344605	22654	0	0	0	0	11,1753788786	93795	0,3531304192	0	0,5881691265	0	0,5269451066	0	0	0	2,4618788502	0	0	0,0006548987	0	0	0,0007206543	0,0006637307	1236,86501382	0	0,3066666667
953	5000	4	14	0	18	18	0	1	347	185,524800091	3,4992617849	47	849	0	1	1	235	0	1,7253822584	128	62	12	0	3,9733188483	1,1845509127	0	0	0	0	0	86	9,7312795593	1,7008137333	2,2765365546	3,3352291478	0	0	2,024529652	0	0,9755311131	0	0	239	0	0	0	6,7083112151	0	6,7083112151	192,679374802	2	0	0	0	0	0	0	0	0	0	0	3,4283999795	24356	0	0	0	1	0,0160577133	10,8713664517	2,0378482417	1,123431392	0	0	0	0,0051682864	0	0,0005772656	0,0001445741	0	0	0,0005659411	180	1	0,6733333333
954	4333	5	6	14	11	25	1	1	1009	490,102649027	0	59	446	1	0	1	1040	337	0,6616217179	218	204	7	7,154715589	0	0,9098580489	0	0	0	8	0	13	13,8723788739	0	2,9735960588	6,974113823	1,8222948281	3,4109994646	0,2418614191	104	0,3106090596	5,0890766546	0,2608178838	126	5	4	0	0	0	0	0	4	0	0	31,6769795605	265055	58,1651644269	513501	14,6507853659	132656	21,0828735453	161075	0	0	8,1077078441	63752	0,2749823757	0,3283981206	0	0	3,9747859643	1,3772474671	0	0,0157135792	0	0,000834318	0,0012130484	0,0005201325	0,0003264269	0	0,0001053124	0,0016377603	622	0	0,54
955	2270	0	7	2	7	9	1	0	256	400,096412252	0	69	1944	0	2	4	316	2543	2,6133288798	11	2	0	1,3466575817	8,3474989987	0	0	0	0	0	2	114	7,2007060996	5,122231442	0,85759396	8,5576609334	4,8831405232	0	3,4838807687	0	1,5367410507	1,1536868783	0,281116285	208	0	23	0	0	7,1314107934	-7,1314107934	0	0	8,2910752803	69135	77,2289926624	699035	11,5874387165	99211	0	0	0	0	0	0	4,018318365	33725	0,5965808823	0	0,6888472934	0,0204577042	1,3074353466	0,0298077117	0,2818748583	1,5302234732	0	0,000664547	0,0002926856	0,0002505979	4,00541698559e-05	0,0006369828	0,0001061022	0	923,750189704	0	0,3833333333
956	1338	0	0	6	0	6	0	0,7208923069	200	427,813540777	0	59	2027	0	4	0	50	871	1,1069888365	203	148	6	0,1225516925	2,7281285167	0	2	2	0	0	25	33	3,4581151152	1,6928023126	2,0829561125	0	0	3,0358108201	0,3845502446	51	2,701880354	0,1319328861	1,387790924	305	4	0	0	0	0	0	28,0065118413	2	29,2522487548	243922	0	0	44,9171412839	384578	3,1728402231	22718	19,2558737308	159422	23,0964595009	193849	28,0022728064	235024	0	1	0,3411770564	0,0199929876	5,7201480708	0	0,0795683264	1,4118535253	2,0384807276	0,0002777766	0	0	0	0	7,65131416247e-05	0	1676,71499123	0	0,3666666667
957	4268	0	3	0	3	3	1	0,8856529974	0	0	0	55	119	1	0	0	47	0	0,7637885213	99	95	14	1,5132669743	1,6407626809	0,4134168025	14	1	0	18	37	0	4,3114076197	0,800204722	0	8,078807846	0	0,5237111891	0,8198907921	33	2,6214249922	0	4,5090819307	6	3	3	24	7,36268831	0	7,36268831	0	0	187,786370365	1449035	160,684112774	1344518	230,205295837	2032327	0	0	3,7036159908	28296	9,861237028	70056	31,0507659263	244156	0,6834338744	0,5694370993	0	0	1,1662198302	1,2118402661	0,2455937549	0	0	0,002863612	0	0,0002328438	2,98723618021e-05	0,0016440958	0	0	560	1	0,6966666667
958	3592	3	0	1	3	4	0,780271803	1	0	0	4,0639274501	19	46	0	5	0	287	689	0,6849633275	187	90	7	0	12,3629497933	0	5	6	1	0	0	10	2,4752038329	8,0202137746	2,2086625639	2,2816179534	0	3,3951850833	0,2346117751	32	0	1,1723219668	0	40	4	1	0	8,5228036449	3,8374328577	4,6853707872	218,498083538	0	116,758378851	900954	105,416785967	882070	11,7549557444	103776	7,2574301094	65712	16,2394425735	124071	0	0	0	0	0	0,1432582754	0	0	0,8133943784	0	0	0	0,5714034509	0	0	0	0	0,0001871255	0,0007082188	0,0024667967	4364	1	0,7033333333
959	4019	6	1	4	7	11	1	0	116	1504,15128677	3,8430584778	19	422	1	9	1	0	727	1,2193930561	210	148	9	1,721804713	4,7562367399	2,4843694963	0	0	2	2	61	0	12,4191433674	5,0579380029	0	0,9698879976	6,9613161229	2,5141740162	0,7818189904	0	0,6419507188	0	0	95	0	9	0	2,5817077551	1,2562157348	1,3254920203	312,383824472	1	0	0	0	0	120,291363893	1061971	21,0240789805	190363	0	0	10,6929816245	75965	10,9487930651	86091	0,0450796635	0	0,8530351392	0	0	0,7294053971	1,5946017122	0,4348012242	0,8623431808	0,0009760478	6,6946310996e-05	8,57545780413e-05	0	0	0,0010151629	0	364	1	0,56
960	4196	1	1	0	2	2	0,6612595349	0	586	391,635512969	1,8807730835	36	3191	1	4	2	406	850	0,9613669804	225	99	2	6,7596795764	5,6050705789	0	0	43	0	25	28	2	0	2,3766161185	1,4690094344	0	1,2474321352	3,177729919	0,4259062156	12	6,4696617545	0	0	0	2	1	121	3,6645655017	19,8487592501	-16,1841937484	74,7154558806	0	84,1200276701	649104	192,979980566	1614752	18,0619186127	159456	0,6169229547	5585	0	0	25,7203205954	182722	0	0	0,6203873626	0	0	0,5396780088	2,7083868143	2,0300060565	3,4075689733	2,4453751107	6,3861390497	0,0019149176	0,0021673825	0,0006732636	0	0	0	0	1276	1	0,6833333333
961	3961	0	12	4	12	16	0,9763347979	1	557	874,10028422	0	73	2438	1	6	3	483	1001	0,9032670266	184	122	0	2,6816016384	0,3732519969	0	8	0	0	29	32	6	2,6800396785	2,0132518409	0	1,3928084966	0	0,442359162	0	64	1,3804130009	1,1557266519	0,7134950179	171	1	9	0	2,1948465811	0	2,1948465811	0	0	0	0	0	0	0	0	27,3711640692	247834	17,8468374298	136351	0	0	11,80378046	92814	0	0,5855884275	0,2463532381	0	18,1258139488	0	2,1319333849	0,5083804283	5,7744631226	0	0	0,0003375928	0	0	0,001068866	0,0033376344	480	1	0,5833333333
962	193	3	6	0	9	9	0	0,3289423223	368	684,157356573	0	69	2150	2	1	0	1570	2128	1,1515947407	141	53	10	0	2,3795328626	0,9501725066	0	0	0	16	0	0	7,5572816334	0	0	0	0	0	1,0606645986	3	0	0	1,4529035449	647	8	1	0	0	1,2363932733	-1,2363932733	0	2	0	0	1,2819029125	11603	38,4879475537	329531	2,3750444114	17006	6,5559613952	54277	0	0	0	0	0	0,2344022272	0,7013278971	0,1411148105	0,5155106341	0	0	7,6287742377	0,0490769762	0,0003186809	0	0,0003613482	0	0,000379286	0,0003303049	0	1052	0	0,3933333333
963	5240	2	4	3	6	9	0	0	0	0	3,56455186	66	3344	0	0	0	903	0	1,4486722219	147	63	7	6,7025303816	3,2653438582	12,8723515874	0	0	0	0	0	0	0	2,6848834358	0,1067060951	0	1,366525349	0	1,3070428469	105	0,9914766926	0,1302045786	0,7968541877	85	3	31	146	2,2539365114	2,3781735685	-0,1242370571	428,471902223	4	0	0	0	0	9,8481220811	86942	0	0	18,9161596023	144521	24,8044419828	176215	0	0	1	0,2129231784	0	1,3334960333	2,0169161269	0,5035436231	0	0	0,2032601954	0,0049931364	0	0	0	0	0	0	262	1	0,7
964	1099	0	5	0	5	5	0,2047073331	1	0	0	22,9422279284	49	2041	0	0	1	2327	0	1,2600789356	283	178	9	7,2855513644	7,5722921835	7,6394367005	1	8	5	10	0	0	0	9,4083295337	2,3242472014	6,1313373925	3,346984805	0,2956365925	1,1897337014	142	0	1,3611192419	2,6510909159	0	1	0	0	0	10,189776307	-10,189776307	607,284025798	1	0	0	94,9622934744	859548	2,334339658	19986	2,0874463453	14946	12,4074189726	102722	3,4224675767	28724	31,4521950965	263980	0,9598725349	0,3055041351	0	0	0	0,9425084357	0	0,6637989225	0	0	0,0005093454	8,36210049605e-06	1,85738763812e-05	0,0001805944	0,0010181012	0	510	1	0,4166666667
965	1964	13	0	0	13	13	0	0,7226838272	736	0	0	52	2398	1	2	1	0	177	0,2534576128	122	2	0	0	4,342698004	1,4775714881	1	0	0	16	11	0	3,384372506	5,4379819107	0	0	6,1853131168	1,1327797879	0,8914486337	15	2,4847846731	1,7762905031	0	0	4	2	209	0	0	0	1070,49379179	1	0	0	52,5213292422	475395	0	0	1,9387706861	13882	4,2316176849	35034	0	0	0	0	0,4307641851	1	0,6594293705	0	0	1,807372558	0	3,995898576	1,5476656562	0,0004050254	0,0004361171	0,0009193346	0,0002536869	0	0	0	1004,72154886	0	0,3833333333
966	827	6	8	1	14	15	0,3673351473	0,43452859	452	571,51384084	15,3748186405	28	1176	0	2	0	0	585	1,1314383075	141	23	2	0	7,3334821281	0	1	0	4	56	18	23	0	4,2045202748	2,6355607039	0,1059251317	0	5,0115509104	3,4643673207	0	0	4,6304773176	0,6605473308	0	3	14	0	6,9396756891	1,4425854702	5,4970902189	195,050708374	1	0	0	78,0819602553	706756	0	0	0	0	17,4587271955	144543	9,2144206532	77337	0	0	0,3311201077	0,4397811847	2,2661065521	0	0	0	0,9609258831	2,2090151279	0	0,0003561979	0,0003153809	0,000357545	6,58961159373e-05	0	0	0	2176	0	0,3866666667
967	2363	0	15	3	15	18	0,8909572182	0,6533674754	406	0	4,2595398352	43	1099	1	1	1	653	3887	1,275799112	143	119	11	20,4841003078	2,0790365514	3,525102013	0	3	6	26	43	43	3,5849107823	2,4853857868	6,8896767403	0	2,2242583145	1,7609367548	1,332651198	0	1,8034481155	0	0	72	6	7	0	0,4537799646	0	0,4537799646	417,201714977	0	6,090738904	50788	9,6200095668	87075	90,2296997639	772542	2,489406224	17824	0	0	29,8065135679	250167	8,1341112979	68270	0,538893671	0,0167875231	0,0949916286	0,6783145625	0	0	0,8892540762	0	0	0,0003476071	0,0006859981	0,0005215948	0	0,0001326961	6,00507209849e-05	8,78688905197e-05	704	0	0,35
968	1466	1	1	3	2	5	1	0	230	231,96283811	0	40	413	0	3	2	0	545	1,4566140053	86	83	8	12,2702896183	3,2734426205	6,5053315455	0	9	3	25	3	27	1,7453862509	0,2884488743	0,1380454203	3,2350146911	4,5004432081	3,9337178035	0	60	0,9338958014	3,2827833479	4,7154880332	13	2	0	333	0	6,3641179859	-6,3641179859	95,8662622163	4	25,4787015967	212456	30,1159433399	272593	6,3994371994	54791	0	0	1,1099026373	9189	0	0	0	0	0,0277461157	0	0	0,1361172509	0,8190941464	0	1,0744760044	0	1,9751874328	0,0004558251	0,0001522111	0,0001357237	0	0,0002592055	0,0001330287	0,0003448527	160	1	0,3433333333
969	5217	0	3	1	3	4	0	0,2768422924	0	281,398204393	6,6842475161	60	1449	0	0	1	178	337	0,9879441811	114	95	6	15,5182505385	0	3,4207265033	13	5	17	0	49	7	2,0690610014	11,6389915562	0,5554551092	7,9514315064	1,127467088	1,0754376575	0,9483075906	0	0,3079965531	0	0,0857725041	0	2	11	0	2,4604607644	0	2,4604607644	403,586786164	0	23,8087115814	183717	36,1114423193	302161	54,7171730884	483061	0	0	0	0	5,9218296217	42069	0	0	0	0	0	0	1,2547868261	0,7055346541	1,3449224677	4,5892684649	0	0	0	0,0027752804	0	0,0018148834	0	0,009481395	454	1	0,5666666667
970	2580	2	0	0	2	2	0	0,5634995509	839	366,696159376	0	29	253	1	0	0	0	0	2,4782918445	16	1	0	140,609437128	4,8803749858	0	5	9	0	0	5	100	1,0675358474	0,7962232425	2,3156424863	7,7115346089	0,5244338976	0	0	43	0	0	0	0	6	1	1312	1,0437739703	38,5986919524	-37,5549179821	0	0	0	0	102,393084567	856770	65,8032979948	580933	4,9265402842	44607	12,9753338854	99132	0	0	8,2840845518	65138	0,2513267527	0,2161479245	0,5492706063	0,8576879151	0	1,1841376468	0	3,5924230591	2,3614814465	0	0	0,0002948423	0	0,0076991832	0	0,0011756314	691,675431603	1	0,7033333333
971	4616	1	0	0	1	1	1	0,8736204583	460	471,676810923	0	44	1645	1	2	0	743	2183	0	178	1	0	2,884927744	0	11,8654330327	2	5	1	65	0	83	0	2,247754545	0	0,244533338	0,7115839784	4,4985259648	3,0408966474	20	0,0366854768	1,0843701603	0,5876785887	336	3	0	1109	0	2,6155271338	-2,6155271338	132,222102027	0	5,0718054856	39136	0	0	159,687096887	1409769	4,8151352092	43598	4,2254175193	32282	54,7635271849	389051	11,3751173765	89444	0	0,5335070024	0	0	2,4029371147	0	0,2175141296	6,298330413	0	0	0	0,0002840378	0	0	0,0004808049	0,0001975391	584	1	0,53
972	4489	0	9	6	9	15	0,1772429104	0	511	0	0	18	832	0	3	0	0	1727	0,2845705083	108	22	3	0	16,0222328653	0	0	3	0	14	0	28	3,284005118	7,1824842155	0	5,0232271021	0	2,2886792327	0,3353202693	0	2,786356141	0	0,7463773163	21	3	7	0	4,8016967976	0	4,8016967976	318,777687822	1	32,1231556125	247875	0	0	95,4887133835	843005	0	0	0	0	16,3290536796	116004	0	0	0,6104153377	0,2645793497	0	0,8608069658	0,9491996619	2,1134188337	1,1895867311	0,8820846411	0	0,005221701	0	0,0002722762	0,0003554227	0,0017510422	0	0,0051250794	1328	0	0,7433333333
973	567	4	1	2	5	7	0	0,2755219456	48	570,851288613	16,7637305294	57	2206	1	1	0	0	0	0,3249093583	116	32	2	4,2902817839	2,3481371053	15,1290526197	0	6	7	18	25	0	0,7267029022	8,4940236789	0	5,552075032	0	0	1,3567385727	9	1,2216082494	3,1412317055	0	235	0	13	0	0,900347932	4,5447100223	-3,6443620903	0	0	196,508057558	1638597	38,5071285348	348546	15,143788373	129660	11,653935384	83445	12,4410020959	103000	0	0	16,3063211585	136859	0,3026419749	1	0,4578729683	1,7219007906	0	0	0,2005891285	0	1,2985221633	0,0004702329	0,0006521422	0	0	0,0004823204	0	0,0005167888	1234,63605625	1	0,2366666667
974	3792	0	2	3	2	5	0,0302936655	0	87	446,992413969	0	31	2186	0	2	0	0	0	0,365601458	217	102	16	5,2926942225	1,0355838272	5,8071982713	0	14	6	0	0	20	0	0	1,286130271	0	0	0	1,6953711536	0	0,4349706486	1,7981352406	1,4817098794	86	1	0	894	3,2602643869	0,008969105	3,2512952818	175,931508716	0	0	0	0	0	0	0	4,2783233349	38738	5,5615261604	42490	8,8349509102	62765	0	0	0	0	0,8639858567	0	0	0	1,6287544775	0	0	0,0087385596	0,0029552449	0,0003590093	0,0003551692	0	0	0	622	1	0,8166666667
975	2741	2	0	12	2	14	0,8199819856	0,0094567835	1191	259,601619878	0	40	311	0	0	0	971	393	0,0297199641	2	0	0	7,6994953955	9,1814208599	0	0	0	2	25	0	23	5,9419647498	3,4290976831	3,3136199339	0	6,9868610216	0,5251302752	1,2557305921	15	0	0,6142449904	1,9663617637	26	3	3	0	3,247695852	0	3,247695852	0	0	6,4587474075	49838	29,1006000387	243498	0	0	0	0	11,0788952059	84643	21,8210669344	155021	12,3953711069	97466	0,598507514	0	0	1,3242993207	3,2787477768	1,0662286265	0	1,1276085575	6,5504096054	0,0056425307	0	0,0004677049	0	0,0034521864	0	0,0012836614	356,082783236	1	0,78
976	332	3	0	3	3	6	0	0,8453479091	790	0	0	56	1105	0	1	0	400	555	3,4795755801	133	124	20	5,8117605652	6,2582989102	3,4647045371	0	11	1	23	7	22	0,9884271138	0	0,9678249909	4,2477437083	0	0	1,3394196526	5	2,0890144813	0	0	148	3	18	986	1,0763823416	1,7968679453	-0,7204856037	213,81197173	1	17,2851279286	144133	45,7428050707	414039	0	0	6,6446833366	47577	0	0	0	0	0	0	0,8459257409	0,1107281008	0	0	0	0,0879508009	0	0	1,6334214258	0	0	0,0001260494	0,0002524287	0	0	0,0007240525	1101,77528202	0	0,33
977	883	0	2	0	2	2	0,857663536	0,9410801645	198	0	0	37	554	0	2	1	72	336	0,9468008068	322	208	18	12,2167495349	13,6237805065	7,6377371873	33	0	0	77	6	0	0	2,3755868619	5,2278134472	1,3158489231	1,3075998203	2,223259503	0,7978011352	0	0,5159935556	0,047608891	0,386697511	249	8	4	690	0	2,9839677744	-2,9839677744	689,782857162	0	0	0	76,0885419472	688712	10,7372336857	91931	13,2912205825	95169	0	0	7,3395384419	61601	6,3363238334	53181	0,1382347924	0,4835803942	1,7707256817	0,6212130611	1,6032332188	0	0,6313200277	0,1025395615	0	0,0007142064	0	0	0	0,0004065568	0,0004443252	0,0001945326	1072	0	0,3666666667
978	3132	2	1	1	3	4	0,2255159748	0,4642380637	160	0	2,6692401253	21	51	0	0	0	0	928	0,1715881774	53	26	0	11,5446739365	7,5636748729	3,7378451237	1	3	3	38	75	0	0	6,0693298906	0	0	0,7643241802	0	0,8631469673	81	1,4687104205	1,307132012	0	323	0	20	821	1,3927014207	0,0096283035	1,3830731172	0	0	111,667049239	861667	67,7835618622	567176	0	0	11,7388166832	106289	1,0269655011	7846	15,4989145127	110107	0	0	0	0	0	0	0,9497105587	0,6743630815	0	1,6490900979	0	0,0040745258	0	0,0008611474	0	0,0043398482	0,0023850187	0,0008914182	822	1	0,75
979	4623	9	0	0	9	9	0,3033810072	0	0	724,043754788	1,4772893956	34	1070	1	2	0	973	0	0	199	184	10	0	0	11,7051835293	13	4	6	1	10	0	1,879613181	6,2510886156	2,8777363686	0	0	4,9715565766	2,2574053296	71	3,7261950652	0,6371351312	0	0	0	6	0	3,004596819	0	3,004596819	780,891061481	3	37,0939256928	286231	0	0	38,1258995004	336587	0	0	18,7572774123	143307	0	0	0	0	0	0,9101888611	2,1221236997	0	0	8,4691972739	2,0376584553	0	0	0,001205667	0	0,0004663249	0,0021772536	0	0	0	1480	1	0,5833333333
